ID,TransportID,TimeIndex,Pos[0],Pos[1],Pos[2],SequenceID
43225,11898,15000,7E-06,-1E-06,-129.29988,164
43226,11898,20000,7E-06,-1E-06,-129.29988,162
43227,11898,21333,4E-06,0,-127.88876,162
43228,11898,22233,4E-06,0,-124.79079,162
43229,11898,28133,0,0,-5.247491,162
43230,11898,28800,0,0,-1.585036,162
43231,11898,29900,4E-06,0,-0.108609,162
43232,11898,30000,0,0,0,162
43233,11899,0,0,0,0,164
43234,11899,5000,0,0,0,162
43235,11899,5900,0,0,1.201138,162
43236,11899,6667,0,0,4.690253,162
43237,11899,13100,-5E-06,-1E-06,121.52307,162
43238,11899,14067,-5E-06,-1E-06,127.64036,162
43239,11899,15000,-5E-06,-1E-06,129.55368,164
43240,11899,20000,-5E-06,-1E-06,129.55368,162
43241,11899,21000,-5E-06,-1E-06,127.60484,162
43242,11899,21800,-5E-06,-1E-06,122.32879,162
43243,11899,27933,0,0,8.591193,162
43244,11899,28967,0,0,1.968553,162
43245,11899,30000,0,0,0,162
44966,20649,0,0,0,0,0
44967,20649,1833,0,0,-55.46577,164
44968,20649,6833,0,0,-55.46577,162
44969,20649,10333,0,0,41.035614,164
44970,20649,15167,0,0,41.035614,162
44971,20649,16667,0,0,0,162
44972,20650,0,0,0,0,0
44973,20650,10333,0,0,-1E-05,0
44974,20650,10500,0,0,4.650018,0
44975,20650,14833,0,0,4.650018,0
44976,20650,15000,0,0,0,0
44977,20650,16667,0,0,0,0
44978,20651,0,0,0,0,0
44979,20651,1833,0,0,0,0
44980,20651,2000,0,0,8.130338,0
44981,20651,6667,0,0,8.130338,0
44982,20651,6833,0,0,0,0
44983,20651,16667,0,0,0,0
44984,20652,0,0,0,0,0
44985,20652,167,0,0,0,162
44986,20652,3667,0,0,96.50138,164
44987,20652,8500,0,0,96.50138,162
44988,20652,11833,0,0,0,164
44989,20652,16667,0,0,0,164
44990,20653,0,0,0,0,0
44991,20653,3667,0,0,-1E-05,0
44992,20653,3833,0,0,4.650018,0
44993,20653,8167,0,0,4.650018,0
44994,20653,8333,0,0,0,0
44995,20653,16667,0,0,0,0
44996,20654,0,0,0,0,0
44997,20654,11667,0,0,0,0
44998,20654,11833,0,0,8.130338,0
44999,20654,16500,0,0,8.130338,0
45000,20654,16667,0,0,0,0
45001,20655,0,0,0,0,0
45002,20655,167,0,0,0,0
45003,20655,3500,0,0,0,162
45004,20655,7000,0,0,96.50138,164
45005,20655,11833,0,0,96.50138,162
45006,20655,15167,0,0,0,164
45007,20655,16667,0,0,0,164
45008,20656,0,0,0,0,0
45009,20656,7000,0,0,-1E-05,0
45010,20656,7167,0,0,4.650018,0
45011,20656,11500,0,0,4.650018,0
45012,20656,11667,0,0,0,0
45013,20656,16667,0,0,0,0
45014,20657,0,0,0,0,0
45015,20657,3333,0,0,0,0
45016,20657,3500,0,0,-8.130338,0
45017,20657,14833,0,0,-8.130338,0
45018,20657,15000,0,0,0,0
45019,20657,16667,0,0,0,0
42805,47296,0,0,0,0,164
42806,47296,5000,0,0,0,162
42807,47296,5900,0,0,1.201138,162
42808,47296,6667,0,0,4.690253,162
42809,47296,10567,5E-06,5E-06,37.673847,162
42810,47296,13100,5E-06,5E-06,63.4456,162
42811,47296,14067,5E-06,5E-06,69.56289,162
42812,47296,15000,5E-06,5E-06,71.47621,164
42813,47296,20000,5E-06,5E-06,71.47621,162
42814,47296,21000,5E-06,5E-06,69.52738,162
42815,47296,21800,5E-06,5E-06,64.25132,162
42816,47296,25267,5E-06,5E-06,34.232037,162
42817,47296,27933,0,0,8.591193,162
42818,47296,28967,0,0,1.968553,162
42819,47296,30000,0,0,0,162
42792,47297,0,0,0,0,164
42793,47297,5000,0,0,0,162
42794,47297,6100,-5E-06,-2E-06,-1.754781,162
42795,47297,6933,-1.2E-05,-8E-06,-5.176656,162
42796,47297,12867,-6E-06,-2E-06,-66.789375,162
42797,47297,13833,-6E-06,-2E-06,-69.82408,162
42798,47297,15000,-6E-06,-2E-06,-71.2224,164
42799,47297,20000,-6E-06,-2E-06,-71.2224,162
42800,47297,21333,0,0,-69.81129,162
42801,47297,22233,0,0,-66.71331,162
42802,47297,28133,0,0,-5.247484,162
42803,47297,28800,0,0,-1.585036,162
42804,47297,30033,0,0,0,162
43487,80022,0,0,0,0,0
43488,80022,6600,0,0,0,0
43489,80022,6833,-0.004069,0.003554,-0.797146,0
43490,80022,7000,0,0,-3.62975,0
43491,80022,7233,0,0,-12.079661,0
43492,80022,7333,0,0,-11.731557,0
43493,80022,7433,0,0,-12.079661,0
43494,80022,7500,0,0,-11.918691,0
43495,80022,7600,0,0,-12.079661,0
43496,80022,25667,0,0,-12.079661,0
43497,80022,25867,0,0,-12.024594,0
43498,80022,26000,0,0,-11.767453,0
43499,80022,26567,0,0,-0.28282,0
43500,80022,26633,0,0,-0.041307,0
43501,80022,26667,0,0,0,0
43472,80023,0,0,0,0,164
43473,80023,6667,0,0,0,162
43474,80023,11000,-3E-06,0,-98.747856,162
43475,80023,11233,0.00651,0,-99.67161,162
43476,80023,11400,0.004442,0,-99.971954,162
43477,80023,11600,0.002892,0,-100.07994,164
43478,80023,11667,-3E-06,0,-100.06109,164
43479,80023,11700,-3E-06,0,-100.08206,164
43480,80023,21667,-3E-06,0,-100.08206,164
43481,80023,21767,-3E-06,0,-100.08968,162
43482,80023,21900,-3E-06,0,-99.6677,162
43483,80023,26333,0,0,-1.180162,162
43484,80023,26467,1.7E-05,3E-06,-0.328159,162
43485,80023,26600,0,0,-0.043593,162
43486,80023,26667,0,0,0,162
42747,85556,0,0,0,0,0
42748,85556,1700,0,0,0,162
42749,85556,3000,0,0,-43.16333,162
42750,85556,3167,0,0,-44.015217,162
42751,85556,3300,0,0,-44.489857,164
42752,85556,8300,0,0,-44.546577,162
42753,85556,8600,0,0,-43.889214,162
42754,85556,9733,0,0,-0.564806,162
42755,85556,9867,0,0,-0.180556,162
42756,85556,10000,0,0,-0.005751,164
42757,85556,13333,0,0,0,164
21641,128970,0,0,0,0,0
21642,128970,1333,0,0,0,0
21643,128970,3333,0.443128,0.536559,-11.749226,0
21644,128970,4667,0.443128,0.536559,-11.749226,0
21645,128970,6667,0,0,0,0
42820,149045,0,0,0,0,164
42821,149045,3233,0,0,0,164
42822,149045,3400,0,0,-0.090539,162
42823,149045,6633,0,0,14.930348,164
42824,149045,6733,0,0,14.696049,164
42825,149045,6867,0,0,14.930348,164
42826,149045,10100,0,0,14.930348,164
42827,149045,10267,0,0,14.743611,162
42828,149045,14100,0,0,34.637497,164
42829,149045,14267,0,0,34.555134,164
42830,149045,14433,0,0,34.637497,164
42831,149045,17667,0,0,34.637497,164
42832,149045,17867,0,0,34.35885,164
42833,149045,18000,0,0,34.752274,164
42834,149045,19733,0,0,33.66093,164
42835,149045,19933,0,0,35.658646,162
42836,149045,23200,0,0,61.39236,162
42837,149045,23367,0,0,61.232098,164
42838,149045,23533,0,0,61.39236,164
42839,149045,26800,0,0,61.39236,164
42840,149045,27100,0,0,59.996685,164
42841,149045,27233,0,0,60.03948,164
42842,149045,27400,0,0,59.83861,164
42843,149045,27667,0,0,59.996685,164
42844,149045,28200,0,0,59.996685,164
42845,149045,28400,0,0,59.817844,164
42846,149045,28533,0,0,59.942432,162
42847,149045,28633,0,0,59.51723,162
42848,149045,33100,0,0,34.703896,162
42849,149045,33233,0,0,34.591118,162
42850,149045,33333,0,0,34.703896,162
42851,149045,33433,0,0,34.591118,162
42852,149045,33567,0,0,34.703896,162
42853,149045,36800,0,0,34.703896,162
42854,149045,41033,-0.005122,0.019674,14.947255,164
42855,149045,41133,-0.005122,0.019674,14.854392,164
42856,149045,41300,-0.005122,0.019674,14.947255,164
42857,149045,41500,-0.005122,0.019674,14.854392,164
42858,149045,41767,-0.005122,0.019674,14.956242,164
42859,149045,44933,-0.005122,0.019674,14.956242,164
42860,149045,45200,-0.005122,0.019674,15.222661,162
42861,149045,49467,0,0,0,162
42862,149045,49767,0,0,0.119144,162
42863,149045,49933,0,0,0,162
42864,149046,0,0,0,0,164
42865,149046,4667,0,0,0,164
42866,149046,4867,0,0,-0.465549,164
42867,149046,5733,0,0,-0.744283,164
42868,149046,5933,0,0,-0.744283,162
42869,149046,11700,0,0,-27.206955,164
42870,149046,12067,0,0,-27.018456,164
42871,149046,12433,0,0,-27.206955,164
42872,149046,17433,0,0,-27.215572,164
42873,149046,17667,0,0,-27.599495,162
42874,149046,24367,0,0,-0.005079,164
42875,149046,24533,0,0,-0.059845,164
42876,149046,24767,0,0,-0.005079,164
42877,149046,24967,0,0,-0.059845,164
42878,149046,25233,0,0,0,164
42879,149046,29500,0,0,0,164
42880,149046,29667,0,0,-0.465549,164
42881,149046,29900,0,0,0,164
42882,149046,30500,0,0,-0.744283,162
42883,149046,36533,0,0,-27.206955,164
42884,149046,36900,0,0,-27.018456,164
42885,149046,37267,0,0,-27.206955,164
42886,149046,42133,0,0,-27.215572,164
42887,149046,42367,0,0,-27.599495,162
42888,149046,49067,0,0,-0.005079,162
42889,149046,49233,0,0,-0.059845,162
42890,149046,49467,0,0,-0.005079,162
42891,149046,49667,0,0,-0.059845,162
42892,149046,49933,0,0,0,162
42712,152614,0,0,0,0,164
42713,152614,1333,0,0,0,162
42714,152614,3333,0.443128,0.536558,-12.827268,164
42715,152614,4667,0.443128,0.536558,-12.827268,162
42716,152614,6667,0,0,0,162
42893,176080,0,0,0,0,162
42894,176080,4039,170.81439,0,-0.107302,162
42895,176080,4213,178.16124,0,-1.014882,162
42896,176080,7297,308.56793,-2E-06,-40.172073,162
42897,176080,7427,314.07806,-2E-06,-40.62125,162
42898,176080,12900,545.504,-2E-06,-40.678764,162
42899,176080,13074,552.8509,-2E-06,-41.50434,162
42900,176080,16158,683.25757,-4E-06,-80.818924,162
42901,176080,16331,690.6044,-4E-06,-81.23481,162
42902,176080,21804,922.0303,-4E-06,-81.32298,162
42903,176080,21934,927.54047,-4E-06,-82.153145,162
42904,176080,25018,1057.947,-6E-06,-121.32401,162
42905,176080,25192,1065.294,-6E-06,-121.96434,162
42906,176080,32663,1381.2087,-5E-06,-121.81052,162
42907,176080,32793,1386.7189,-5E-06,-121.37154,162
42908,176080,35877,1517.1256,-3E-06,-81.969795,162
42909,176080,36050,1524.4724,-3E-06,-81.25218,162
42910,176080,41567,1757.7351,-3E-06,-81.015434,162
42911,176080,41697,1763.2454,-3E-06,-80.22848,162
42912,176080,44737,1891.8153,-2E-06,-41.588467,162
42913,176080,44911,1899.1621,-2E-06,-40.678406,162
42914,176080,50384,2130.5881,-2E-06,-40.696033,162
42915,176080,50558,2137.9348,-2E-06,-39.78254,162
42916,176080,53598,2266.5051,0,-1.023449,162
42917,176080,53772,2273.8518,0,-0.115364,162
42918,176080,58633,2482.281,0,0.186536,164
42919,176080,71667,2482.281,0,0.186536,162
42920,176080,76531,2273.8518,0,-0.115364,162
42921,176080,76705,2266.5051,0,-1.023449,162
42922,176080,79745,2137.9348,-2E-06,-39.78254,162
42923,176080,79919,2130.5881,-2E-06,-40.696033,162
42924,176080,85392,1899.1621,-2E-06,-40.678406,162
42925,176080,85566,1891.8153,-2E-06,-41.588467,162
42926,176080,88606,1763.2454,-3E-06,-80.22848,162
42927,176080,88736,1757.7351,-3E-06,-81.015434,162
42928,176080,94253,1524.4724,-3E-06,-81.25218,162
42929,176080,94426,1517.1256,-3E-06,-81.969795,162
42930,176080,97510,1386.7189,-5E-06,-121.37154,162
42931,176080,97640,1381.2087,-5E-06,-121.81052,162
42932,176080,105111,1065.294,-6E-06,-121.96434,162
42933,176080,105285,1057.947,-6E-06,-121.32401,162
42934,176080,108369,927.54047,-4E-06,-82.153145,162
42935,176080,108499,922.0303,-4E-06,-81.32298,162
42936,176080,113972,690.6044,-4E-06,-81.23481,162
42937,176080,114145,683.25757,-4E-06,-80.818924,162
42938,176080,117229,552.8509,-2E-06,-41.50434,162
42939,176080,117403,545.504,-2E-06,-40.678764,162
42940,176080,122876,314.07806,-2E-06,-40.62125,162
42941,176080,123006,308.56793,-2E-06,-40.172073,162
42942,176080,126090,178.16124,0,-1.014882,162
42943,176080,126264,170.81439,0,-0.107302,162
42944,176080,130300,0,0,0,164
42945,176080,143333,0,0,0,164
42946,176081,0,0,0,0,0
42947,176081,433,0,0,0,162
42948,176081,4495,190.58876,0,-0.107302,162
42949,176081,4669,197.93562,0,-1.014882,162
42950,176081,7753,328.3423,-3E-06,-40.172073,162
42951,176081,7883,333.85245,-3E-06,-40.62125,162
42952,176081,13356,565.2784,-3E-06,-40.678764,162
42953,176081,13530,572.6253,-3E-06,-41.50434,162
42954,176081,16614,703.0319,-4E-06,-80.818924,162
42955,176081,16787,710.3787,-4E-06,-81.23481,162
42956,176081,22260,941.80457,-4E-06,-81.32298,162
42957,176081,22390,947.31476,-4E-06,-82.153145,162
42958,176081,25474,1077.7213,-6E-06,-121.32401,162
42959,176081,25648,1085.0682,-6E-06,-121.96434,162
42960,176081,33119,1400.983,-5E-06,-121.81052,162
42961,176081,33249,1406.4932,-5E-06,-121.37154,162
42962,176081,36333,1536.8999,-3E-06,-81.969795,162
42963,176081,36506,1544.2467,-3E-06,-81.25218,162
42964,176081,42023,1777.5094,-3E-06,-81.015434,162
42965,176081,42153,1783.0197,-3E-06,-80.22848,162
42966,176081,45193,1911.5896,-3E-06,-41.588467,162
42967,176081,45367,1918.9364,-3E-06,-40.678406,162
42968,176081,50840,2150.3625,-3E-06,-40.696033,162
42969,176081,51014,2157.7092,-2E-06,-39.78254,162
42970,176081,54054,2286.2793,0,-1.023449,162
42971,176081,54228,2293.6262,0,-0.115364,162
42972,176081,59067,2482.3,0,0.186536,164
42973,176081,71167,2482.3,0,0.186536,162
42974,176081,76053,2293.6262,0,-0.115364,162
42975,176081,76227,2286.2793,0,-1.023449,162
42976,176081,79268,2157.7092,-2E-06,-39.78254,162
42977,176081,79441,2150.3625,-3E-06,-40.696033,162
42978,176081,84914,1918.9364,-3E-06,-40.678406,162
42979,176081,85088,1911.5896,-3E-06,-41.588467,162
42980,176081,88128,1783.0197,-3E-06,-80.22848,162
42981,176081,88259,1777.5094,-3E-06,-81.015434,162
42982,176081,93775,1544.2467,-3E-06,-81.25218,162
42983,176081,93948,1536.8999,-3E-06,-81.969795,162
42984,176081,97032,1406.4932,-5E-06,-121.37154,162
42985,176081,97163,1400.983,-5E-06,-121.81052,162
42986,176081,104633,1085.0682,-6E-06,-121.96434,162
42987,176081,104807,1077.7213,-6E-06,-121.32401,162
42988,176081,107891,947.31476,-4E-06,-82.153145,162
42989,176081,108021,941.80457,-4E-06,-81.32298,162
42990,176081,113494,710.3787,-4E-06,-81.23481,162
42991,176081,113668,703.0319,-4E-06,-80.818924,162
42992,176081,116751,572.6253,-3E-06,-41.50434,162
42993,176081,116925,565.2784,-3E-06,-40.678764,162
42994,176081,122398,333.85245,-3E-06,-40.62125,162
42995,176081,122528,328.3423,-3E-06,-40.172073,162
42996,176081,125612,197.93562,0,-1.014882,162
42997,176081,125786,190.58876,0,-0.107302,162
42998,176081,129800,0,0,0,164
42999,176081,142899,0,0,0,164
43000,176081,143333,0,0,0,164
43001,176082,0,0,0,0,0
43002,176082,433,0,0,0,162
43003,176082,4495,-190.222,-1.7E-05,-0.107302,162
43004,176082,4669,-197.5688,-1.7E-05,-1.014882,162
43005,176082,7753,-327.9755,-2.4E-05,-40.172073,162
43006,176082,7883,-333.4857,-2.7E-05,-40.62125,162
43007,176082,13356,-564.91144,-4.7E-05,-40.678764,162
43008,176082,13530,-572.2585,-4.7E-05,-41.50434,162
43009,176082,16614,-702.6649,-5.8E-05,-80.818924,162
43010,176082,16787,-710.01196,-5.8E-05,-81.23481,162
43011,176082,22260,-941.4378,-7.8E-05,-81.32298,162
43012,176082,22390,-946.94806,-7.8E-05,-82.153145,162
43013,176082,25474,-1077.3546,-8.8E-05,-121.32401,162
43014,176082,25648,-1084.7015,-8.8E-05,-121.96434,162
43015,176082,33119,-1400.6163,-0.000119,-121.81052,162
43016,176082,33249,-1406.1265,-0.000119,-121.37154,162
43017,176082,36333,-1536.5331,-0.000132,-81.969795,162
43018,176082,36506,-1543.88,-0.000132,-81.25218,162
43019,176082,42023,-1777.1427,-0.000153,-81.015434,162
43020,176082,42153,-1782.653,-0.000153,-80.22848,162
43021,176082,45193,-1911.2229,-0.000166,-41.588467,162
43022,176082,45367,-1918.5697,-0.000166,-40.678406,162
43023,176082,50840,-2149.9956,-0.000186,-40.696033,162
43024,176082,51014,-2157.3425,-0.000186,-39.78254,162
43025,176082,54054,-2285.9126,-0.0002,-1.023449,162
43026,176082,54228,-2293.2593,-0.0002,-0.115364,162
43027,176082,59067,-2483.0015,-0.000217,0.186536,164
43028,176082,71167,-2483.0015,-0.000217,0.186536,162
43029,176082,76053,-2293.2593,-0.0002,-0.115364,162
43030,176082,76227,-2285.9126,-0.0002,-1.023449,162
43031,176082,79268,-2157.3425,-0.000186,-39.78254,162
43032,176082,79441,-2149.9956,-0.000186,-40.696033,162
43033,176082,84914,-1918.5697,-0.000166,-40.678406,162
43034,176082,85088,-1911.2229,-0.000166,-41.588467,162
43035,176082,88128,-1782.653,-0.000153,-80.22848,162
43036,176082,88259,-1777.1427,-0.000153,-81.015434,162
43037,176082,93775,-1543.88,-0.000132,-81.25218,162
43038,176082,93948,-1536.5331,-0.000132,-81.969795,162
43039,176082,97032,-1406.1265,-0.000119,-121.37154,162
43040,176082,97163,-1400.6163,-0.000119,-121.81052,162
43041,176082,104633,-1084.7015,-8.8E-05,-121.96434,162
43042,176082,104807,-1077.3546,-8.8E-05,-121.32401,162
43043,176082,107891,-946.94806,-7.8E-05,-82.153145,162
43044,176082,108021,-941.4378,-7.8E-05,-81.32298,162
43045,176082,113494,-710.01196,-5.8E-05,-81.23481,162
43046,176082,113668,-702.6649,-5.8E-05,-80.818924,162
43047,176082,116751,-572.2585,-4.7E-05,-41.50434,162
43048,176082,116925,-564.91144,-4.7E-05,-40.678764,162
43049,176082,122398,-333.4857,-2.7E-05,-40.62125,162
43050,176082,122528,-327.9755,-2.4E-05,-40.172073,162
43051,176082,125612,-197.5688,-1.7E-05,-1.014882,162
43052,176082,125786,-190.222,-1.7E-05,-0.107302,162
43053,176082,129800,0,0,0,164
43054,176082,142899,0,0,0,164
43055,176082,143333,0,0,0,164
43056,176083,0,0,0,0,0
43057,176083,867,0,0,0,162
43058,176083,4951,-209.98958,-1.7E-05,-0.107302,162
43059,176083,5125,-217.33638,-2E-05,-1.014882,162
43060,176083,8209,-347.74307,-2.7E-05,-40.172073,162
43061,176083,8339,-353.25327,-2.7E-05,-40.62125,162
43062,176083,13812,-584.67926,-4.7E-05,-40.678764,162
43063,176083,13986,-592.02606,-4.7E-05,-41.50434,162
43064,176083,17070,-722.4325,-6.1E-05,-80.818924,162
43065,176083,17243,-729.77954,-6.1E-05,-81.23481,162
43066,176083,22716,-961.2054,-8.1E-05,-81.32298,162
43067,176083,22846,-966.71564,-8.1E-05,-82.153145,162
43068,176083,25930,-1097.1222,-8.8E-05,-121.32401,162
43069,176083,26104,-1104.4691,-8.8E-05,-121.96434,162
43070,176083,33575,-1420.3839,-0.000119,-121.81052,162
43071,176083,33705,-1425.894,-0.000119,-121.37154,162
43072,176083,36789,-1556.3007,-0.000132,-81.969795,162
43073,176083,36963,-1563.6476,-0.000132,-81.25218,162
43074,176083,42479,-1796.9103,-0.000153,-81.015434,162
43075,176083,42609,-1802.4205,-0.000153,-80.22848,162
43076,176083,45649,-1930.9905,-0.000163,-41.588467,162
43077,176083,45823,-1938.3373,-0.000163,-40.678406,162
43078,176083,51296,-2169.7632,-0.000183,-40.696033,162
43079,176083,51470,-2177.11,-0.00019,-39.78254,162
43080,176083,54510,-2305.6802,-0.0002,-1.023449,162
43081,176083,54684,-2313.0269,-0.000203,-0.115364,162
43082,176083,59500,-2481.7683,-0.000217,-1.027487,164
43083,176083,70733,-2481.7683,-0.000217,-1.027487,162
43084,176083,75576,-2313.0269,-0.000203,-0.115364,162
43085,176083,75749,-2305.6802,-0.0002,-1.023449,162
43086,176083,78790,-2177.11,-0.00019,-39.78254,162
43087,176083,78964,-2169.7632,-0.000183,-40.696033,162
43088,176083,84436,-1938.3373,-0.000163,-40.678406,162
43089,176083,84610,-1930.9905,-0.000163,-41.588467,162
43090,176083,87650,-1802.4205,-0.000153,-80.22848,162
43091,176083,87781,-1796.9103,-0.000153,-81.015434,162
43092,176083,93297,-1563.6476,-0.000132,-81.25218,162
43093,176083,93471,-1556.3007,-0.000132,-81.969795,162
43094,176083,96554,-1425.894,-0.000119,-121.37154,162
43095,176083,96685,-1420.3839,-0.000119,-121.81052,162
43096,176083,104155,-1104.4691,-8.8E-05,-121.96434,162
43097,176083,104329,-1097.1222,-8.8E-05,-121.32401,162
43098,176083,107413,-966.71564,-8.1E-05,-82.153145,162
43099,176083,107543,-961.2054,-8.1E-05,-81.32298,162
43100,176083,113016,-729.77954,-6.1E-05,-81.23481,162
43101,176083,113190,-722.4325,-6.1E-05,-80.818924,162
43102,176083,116274,-592.02606,-4.7E-05,-41.50434,162
43103,176083,116447,-584.67926,-4.7E-05,-40.678764,162
43104,176083,121920,-353.25327,-2.7E-05,-40.62125,162
43105,176083,122050,-347.74307,-2.7E-05,-40.172073,162
43106,176083,125134,-217.33638,-2E-05,-1.014882,162
43107,176083,125308,-209.98958,-1.7E-05,-0.107302,162
43108,176083,129333,0,0,0,164
43109,176083,142465,0,0,0,164
43110,176083,143333,0,0,0,164
43111,176084,0,0,0,0,162
43112,176084,4039,-170.81445,-1.7E-05,-0.107302,162
43113,176084,4213,-178.16124,-1.7E-05,-1.014882,162
43114,176084,7297,-308.56793,-2.4E-05,-40.172073,162
43115,176084,7427,-314.07812,-2.7E-05,-40.62125,162
43116,176084,12900,-545.5039,-4.7E-05,-40.678764,162
43117,176084,13074,-552.8509,-4.7E-05,-41.50434,162
43118,176084,16158,-683.2574,-5.8E-05,-80.818924,162
43119,176084,16331,-690.6044,-5.8E-05,-81.23481,162
43120,176084,21804,-922.0303,-7.8E-05,-81.32298,162
43121,176084,21934,-927.54047,-7.8E-05,-82.153145,162
43122,176084,25018,-1057.947,-8.8E-05,-121.32401,162
43123,176084,25192,-1065.294,-8.8E-05,-121.96434,162
43124,176084,32663,-1381.2087,-0.000119,-121.81052,162
43125,176084,32793,-1386.7189,-0.000119,-121.37154,162
43126,176084,35877,-1517.1256,-0.000132,-81.969795,162
43127,176084,36050,-1524.4724,-0.000132,-81.25218,162
43128,176084,41567,-1757.7351,-0.000153,-81.015434,162
43129,176084,41697,-1763.2454,-0.000153,-80.22848,162
43130,176084,44737,-1891.8153,-0.000166,-41.588467,162
43131,176084,44911,-1899.1621,-0.000166,-40.678406,162
43132,176084,50384,-2130.5881,-0.000186,-40.696033,162
43133,176084,50558,-2137.9348,-0.000186,-39.78254,162
43134,176084,53598,-2266.5051,-0.0002,-1.023449,162
43135,176084,53772,-2273.8518,-0.0002,-0.115364,162
43136,176084,58633,-2483.3198,-0.000217,0.186536,164
43137,176084,71667,-2483.3198,-0.000217,0.186536,162
43138,176084,76531,-2273.8518,-0.0002,-0.115364,162
43139,176084,76705,-2266.5051,-0.0002,-1.023449,162
43140,176084,79745,-2137.9348,-0.000186,-39.78254,162
43141,176084,79919,-2130.5881,-0.000186,-40.696033,162
43142,176084,85392,-1899.1621,-0.000166,-40.678406,162
43143,176084,85566,-1891.8153,-0.000166,-41.588467,162
43144,176084,88606,-1763.2454,-0.000153,-80.22848,162
43145,176084,88736,-1757.7351,-0.000153,-81.015434,162
43146,176084,94253,-1524.4724,-0.000132,-81.25218,162
43147,176084,94426,-1517.1256,-0.000132,-81.969795,162
43148,176084,97510,-1386.7189,-0.000119,-121.37154,162
43149,176084,97640,-1381.2087,-0.000119,-121.81052,162
43150,176084,105111,-1065.294,-8.8E-05,-121.96434,162
43151,176084,105285,-1057.947,-8.8E-05,-121.32401,162
43152,176084,108369,-927.54047,-7.8E-05,-82.153145,162
43153,176084,108499,-922.0303,-7.8E-05,-81.32298,162
43154,176084,113972,-690.6044,-5.8E-05,-81.23481,162
43155,176084,114145,-683.2574,-5.8E-05,-80.818924,162
43156,176084,117229,-552.8509,-4.7E-05,-41.50434,162
43157,176084,117403,-545.5039,-4.7E-05,-40.678764,162
43158,176084,122876,-314.07812,-2.7E-05,-40.62125,162
